CONCEPT	DOCULECT	IPA	ID
to hear	Old_Malayalam	keːɭ	441
to hear	Old_Tamil	keːɭ	442
to know	Georgian	it͡sʰ	443
to know	Old_Kannada	ari	444
to know	Old_Telugu	erʊɡu	445
to know	Old_Malayalam	ari	446
to know	Old_Tamil	ari	447
to think	Old_Kannada	nene	448
to think	Old_Malayalam	n̪ina	449
to think	Old_Tamil	n̪inaj	450
to smell	Georgian	χʼnosva	451
to smell	Old_Kannada	muːsu	452
to smell	Old_Telugu	muːt͡ʃu	453
to smell	Old_Malayalam	maɳa	454
to smell	Old_Tamil	mukaɾ	455
to fear	Georgian	ʃiʃi	456
to fear	Old_Kannada	bed̪aɾu	457
to fear	Old_Telugu	bed̪ʊɾu	458
to fear	Old_Malayalam	peːʈi	459
to fear	Old_Tamil	aɲt͡ʃu	460
to sleep	Georgian	d͡zili	461
to sleep	Old_Kannada	malaɡu	462
to sleep	Old_Telugu	kʊnʊku	463
to sleep	Old_Malayalam	uraŋːu	464
to sleep	Old_Tamil	t̪uɲt͡ʃu	465
to live	Georgian	t͡sʰχovɾeb	466
to live	Old_Kannada	baːɻu	467
to live	Old_Telugu	bɾat̪ʊku	468
to live	Old_Malayalam	ʋaːɻu	469
to live	Old_Tamil	ʋaːɻ	470
to die	Georgian	kʼʷdeb	471
to die	Old_Kannada	saːji	472
to die	Old_Telugu	t͡ʃaːʋu	473
to die	Old_Malayalam	t͡ʃaːʋu	474
to die	Old_Tamil	ira	475
to kill	Georgian	kʼɫaf	476
to kill	Old_Kannada	kol	477
to kill	Old_Telugu	t͡ʃampu	478
to kill	Old_Malayalam	kolːu	479
to kill	Old_Tamil	kol	480
to hunt	Georgian	nadiɾob	481
to hunt	Old_Kannada	beːʈe	482
to hunt	Old_Telugu	ʋeːʈa	483
to hunt	Old_Malayalam	ʋeːʈːa	484
to hunt	Old_Tamil	ʋeːʈːaj	485
to stab	Georgian	t͡ʃʰartʼχʼma	486
to stab	Old_Kannada	iri	487
to stab	Old_Telugu	poɖʊju	488
to stab	Old_Malayalam	kut̪ːu	489
to stab	Old_Tamil	kut̪ːu	490
to scratch	Georgian	pʰχat͡ʃʼna	491
to scratch	Old_Kannada	keɾe	492
to scratch	Old_Telugu	ɡiːɾu	493
to scratch	Old_Malayalam	oɾajə	494
to scratch	Old_Tamil	t͡ʃoɾi	495
to dig	Georgian	t͡ʃʼɾa	496
to dig	Old_Kannada	t̪oːɖu	497
to dig	Old_Telugu	t̪ɾaʋːu	498
to dig	Old_Malayalam	kuɻi	499
to dig	Old_Tamil	t̪oːɳʈu	500
to swim	Georgian	t͡sʰuɾaf	501
to swim	Old_Kannada	iːd͡ʒu	502
to swim	Old_Telugu	iːd̪u	503
to swim	Old_Malayalam	n̪iːn̪t̪u	504
to swim	Old_Tamil	n̪iːn̪t̪u	505
to walk	Georgian	siaɾul	506
to walk	Old_Kannada	naɖe	507
to walk	Old_Telugu	naɖʊt͡ʃu	508
to walk	Old_Malayalam	n̪aʈa	509
to walk	Old_Tamil	n̪aʈa	510
to come	Georgian	modis	511
to come	Old_Kannada	baɾu	512
to come	Old_Telugu	ʋat͡ʃːu	513
to come	Old_Malayalam	ʋaɾu	514
to come	Old_Tamil	ʋaɾu	515
to lie (as in a bed)	Georgian	t͡sʼef	516
to lie (as in a bed)	Old_Kannada	paɖʊ	517
to lie (as in a bed)	Old_Telugu	paɖʊ	518
to lie (as in a bed)	Old_Malayalam	kiʈa	519
to lie (as in a bed)	Old_Tamil	uraŋku	520
to sit	Georgian	d͡ʒdeb	521
to sit	Old_Kannada	kuːɾu	522
to sit	Old_Telugu	kuːɾt͡ʃonu	523
to sit	Old_Malayalam	iɾi	524
to stand	Georgian	adɡeb	525
to stand	Old_Kannada	nil	526
to stand	Old_Telugu	nɪlu	527
to stand	Old_Malayalam	n̪il	528
to stand	Old_Tamil	n̪il	529
to turn (intransitive)	Georgian	bɾunaf	530
to turn (intransitive)	Old_Kannada	t̪iɾuɡu	531
to turn (intransitive)	Old_Telugu	t̪ɾɪpːu	532
to turn (intransitive)	Old_Malayalam	t̪iɾi	533
to turn (intransitive)	Old_Tamil	t̪iɾumbu	534
to give	Georgian	mit͡sʰem	535
to give	Old_Kannada	koɖu	536
to give	Old_Telugu	iːju	537
to give	Old_Malayalam	t̪aɾu	538
to give	Old_Tamil	t̪aɾu	539
to hold	Georgian	t͡ʃʼeɾ	540
