CONCEPT	DOCULECT	IPA	ID
and	Middle_Persian	ud	542
if	Sanskrit	jɐd̪i	543
if	Pali	jɐd̪i	544
if	Middle_Persian	agaɾ	545
because	Sanskrit	ɦi	546
because	Pali	jaːʋɐt̪aː	547
because	Middle_Persian	ɾɑ:j	548
name	Sanskrit	naːmɐn	549
name	Pali	naːmɐ	550
name	Middle_Persian	nɑ:m	551
